id,type_id,info,description,fp_cost,fp_cost_continuous,stamina_cost,slots_used,req_int,req_fai,req_arc,image_url
2782,1,Spews flame breath of Agheel from above,"Superior incantation of Dragon Communion.
Channels the power of the flying dragon Agheel.

Transforms caster into a dragon to spew flaming breath from above.
Charging extends duration. This incantation can be used while jumping.

The dead gazed at the skies over the lakes of Limgrave, praying that the dragons' flames would burn them to ash.",36,6,60,1,0,23,15,https://eldenring.fanapis.com/images/incantations/17f690dc5ael0hynrxf3lq1w3xcjpr.png
2783,1,Stabs with red lightning spear from above,"A secret incantation of the capital's ancient dragon cult.

Creates a spear of red lightning and stabs it into the ground from above. On impact, the spear will burst into trails of lightning covering the area.

Spoken of in legend, red lightning is the weapon wielded by the ancient dragons.",25,,29,1,0,32,0,https://eldenring.fanapis.com/images/incantations/17f6911d8c2l0hyns4qd7p9pfucu26.png
2784,1,Summons red lightning that spreads from impact,"A secret incantation of the capital's ancient dragon cult.

Summons a red bolt of lightning that scatters and spreads around the surrounding area.
Charging enhances the range of the lightning bolt.

Spoken of in legend, red lightning is the weapon wielded by the ancient dragons.",36,,31,1,0,26,0,https://eldenring.fanapis.com/images/incantations/17f696c7ce7l0hynrwmh6d0r0rwk2.png
2785,1,Creates throat pouch to spew fire while walking,"One of the ancient Erdtree incantations.

Creates a throat pouch on the caster's neck, allowing them to spew fiery breath while walking.
Charging increases duration of the breath.

This is a manifestation of the Erdtree's primal vital energies—an aspect of the primordial crucible, where all life was once blended together.",28,4,40,1,0,27,0,https://eldenring.fanapis.com/images/incantations/17f693c22edl0hynsdj8fz0ddz4vni.png
2786,1,Creates shoulder horn to gore foes from low stance,"One of the ancient Erdtree incantations.

Creates a mighty horn on the caster's shoulder to gore foes from a low stance.
Charging allows the caster to barrel into foes before delivering the final attack.

This is a manifestation of the Erdtree's primal vital energies—an aspect of the primordial crucible, where all life was once blended together.",18,,38,1,0,27,0,https://eldenring.fanapis.com/images/incantations/17f695ad891l0hynrxcposdnx7gy9h.png
2787,1,Creates supple tail to sweep area before caster,"One of the ancient Erdtree incantations.

Creates a supple tail that sweeps through foes before the caster.
Charging enhances potency.

This is a manifestation of the Erdtree's primal vital energies—an aspect of the primordial crucible, where all life was once blended together.",20,,32,1,0,27,0,https://eldenring.fanapis.com/images/incantations/17f693bd4f8l0hynrzaixs0xzre1q.png
2788,1,"Silences footsteps, reduces fall damage/sound","Incantation of the Two Fingers' servants, who once served as the assassins of the Roundtable Hold.

Completely silences the footsteps of the caster. Additionally, reduces fall damage and the sound produced by falling.
This incantation can be cast while in motion or crouching.

The assassins were charged with eliminating Tarnished who had strayed from guidance.",15,,13,1,0,10,0,
2789,1,Greatly increases magic damage negation for self & allies,"One of the incantations of Erdtree Worship.

Greatly increases magic damage negation for the caster and nearby allies.
Hold to continue praying and delay activation.

This incantation was used by the champions of the Erdtree in the First and Second Liurnian Wars, during which the red-haired Radagon joined the heroes' ranks.",30,,13,1,0,24,0,https://eldenring.fanapis.com/images/incantations/17f698483c9l0hyns2v5nt60a29sd.png
2790,1,Creates beast claws that tear through the land,"Incantation taught by Gurranq, the Beast Clergyman.

Creates beast claws that rend the land with shockwaves.
Charging enhances potency.

This incantation represents the fury of Gurranq, his bestial nature returned, as much as it does his restless agitation.",10,,27,1,0,8,0,https://eldenring.fanapis.com/images/incantations/17f690418f4l0hyns68vsg9zhbc6w.png
2791,1,Alleviates blood loss and frost buildup,"Incantation taught by Gurranq, the Beast Clergyman.

Fills the body with bestial vigor, alleviating buildup of frost and blood loss.

Having gained intelligence, the beasts must have felt how their wildness slipped away as civilization took hold.",10,,10,1,0,9,0,https://eldenring.fanapis.com/images/incantations/17f69691e79l0hyntbidbq75lrrjb7.png
2792,1,Swiftly flings numerous sharp rock shards,"Incantation taught by Gurranq, the Beast Clergyman.

Swiftly flings a number of sharp rock shards.
This incantation can be cast without delay after performing another action.

It is said that in the time before the Erdtree, stones were the first weapons of the beasts who had gained intelligence.",7,,19,1,0,10,0,https://eldenring.fanapis.com/images/incantations/17f68f98778l0hynteevtb4hr6x90d.png
2793,1,Heals HP over a period of time,"Incantation taught by Gurranq, the Beast Clergyman.

Fills the body with bestial vigor, restoring HP over a period of time.

Having gained intelligence, the beasts must have felt how their wildness slipped away as civilization took hold.",18,,10,1,0,12,0,https://eldenring.fanapis.com/images/incantations/17f6955e547l0hyntv29oe95w4kpxj.png
2794,1,Black blade spinning slash that emits wave of light,"Power gleaned from the remembrance of Maliketh.

Caster creates an illusory black blade, then leaps forward to deliver a spinning slash that emits a wave of light.
This can be followed up with one additional attack.

This blade was once imbued with Destined Death. In addition to dealing damage, it reduces foes' maximum HP and continues to sap their current HP for a very short time.",26,,44,2,0,46,0,https://eldenring.fanapis.com/images/incantations/17f69160ac9l0hynthagycs7dr7gq7.png
2795,1,Throws a ball of raging black fire,"A black flame incantation of the Godskin Apostles.

Throws a ball of raging black fire.
Charging enhances potency and causes the fireball to explode.

Black flame is weighty. After dealing damage it continues to sap foes' HP for a very short time.",18,,25,1,0,20,0,https://eldenring.fanapis.com/images/incantations/17f6982c810l0hyntn0pvua05sv3w.png
2796,1,Enchants right-hand armament with black flame,"A black flame incantation of the Godskin Apostles.

Engulfs armament held in the right hand with black flame.
This incantation can be cast without delay after performing another action.

Black flame is weighty. After dealing damage it continues to sap foes' HP for a very short time.",15,,10,1,0,17,0,https://eldenring.fanapis.com/images/incantations/17f692ee649l0hyntu1vu7cu8wxah.png
2797,1,Summons circle of black flame pillars around caster,"Superior black flame incantation of the Godskin Apostles.

Summons a circle of black flame pillars around the caster.
Charging increases the size of the circle.

The Gloam-Eyed Queen led the apostles. It is said that she was an Empyrean chosen by the Fingers.",30,,39,1,0,42,0,https://eldenring.fanapis.com/images/incantations/17f69860befl0hyntmsoo0kq76fsvd.png
2798,1,Increases physical damage negation,"A black flame incantation of the Godskin Apostles.

Summons black fire within, increasing physical damage negation. However, sacred flasks and other such forms of HP restoration are impaired.

The Apostles were all embraced by the Gloam-Eyed Queen, and the black flame was their armor within.",30,,13,1,0,30,0,https://eldenring.fanapis.com/images/incantations/17f694f1c32l0hynu33qh2e3un2g1.png
2799,1,Grants greater blessing to self and nearby allies,"One of the ancient Erdtree incantations.

Grants a greater blessing to the caster and nearby allies, gradually restoring a large amount of HP.
Hold to continue praying and delay activation.

The Erdtree once flourished with abundance—yet it was only for a fleeting moment. Such is the course of all life.",60,,50,1,0,38,0,https://eldenring.fanapis.com/images/incantations/17f690ba6e1l0hynuyuvb7sle1w35.png
2800,1,Grants blessing to self and nearby allies,"One of the ancient Erdtree incantations.

Grants a blessing to the caster and nearby allies, gradually restoring HP.
Hold to continue praying and delay activation.

Blessings once fell like tears from the Erdtree, and this incantation is but a lingering remnant of their power.",30,,30,1,0,24,0,https://eldenring.fanapis.com/images/incantations/17f69801f77l0hynudtg36sba9k5lr.png
2801,1,Scatters bloodflame before caster to set area aflame,"Sacred incantation of Mohg, Lord of Blood.

Thrust arm into the body of the Formless Mother, then scatter the bloodflame to set the area ablaze.
This incantation can be cast while in motion.

The mother of truth craves wounds. When Mohg stood before her, deep underground, his accursed blood erupted with fire, and he was besotted with the defilement that he was born into.",13,,34,1,0,14,17,https://eldenring.fanapis.com/images/incantations/17f68fd9537l0hynv7q0d210i53bym9.png
2802,1,Enchants right-hand armament with bloodflame,"A Blood Oath incantation, granted by the Lord of Blood.

Engulfs armament held in the right hand with bloodflame.
This incantation can be cast while in motion.

After dealing damage, bloodflame continues to build up onset of blood loss for a very short time.",20,,10,1,0,12,10,https://eldenring.fanapis.com/images/incantations/17f697aaf25l0hynv3bmpsnp4lpnd.png
2803,1,Creates bloodflame lacerations that then explode,"A Blood Oath incantation, granted by the Lord of Blood.

Creates bloodflame lacerations before the caster, which explode in an instant.
This incantation can be cast repeatedly.

After dealing damage, bloodflame continues to build up onset of blood loss for a very short time.",12,,21,1,0,13,15,https://eldenring.fanapis.com/images/incantations/17f6973c98fl0hynv5gnjf09yvy8y.png
2804,1,Spews icy breath of Borealis from above,"Superior incantation of Dragon Communion.
Channels the power of Borealis, the Freezing Fog.

Transforms caster into a dragon to spew icy breath from above.
Charging extends duration. This incantation can be cast while jumping.

The ice dragons were once lords of the mountaintops long ago, until they were defeated by the Fire Giants and chased from the peak.",48,6,60,1,0,23,15,https://eldenring.fanapis.com/images/incantations/17f695324del0hynv9a91iu7h3knff.png
2805,1,Raises a series of flame pillars around caster,"One of the incantations that draws directly from the power of the Fire Giants.

Raises a series of flame pillars around the caster.
Charging further increases the number of flame pillars.

The Fire Giants borrowed from the power of a fell god, and still they were defeated. Yet their failure released them from their solitary curse: to serve as keepers of the Flame for eternity.",26,,36,1,0,27,0,https://eldenring.fanapis.com/images/incantations/17f696d3fddl0hynve32uy42tb6pip.png
2806,1,Momentarily sparks flame from hand,"Incantation originating from a sinister prophecy.

Momentarily sparks flame from the caster's hand.
This incantation can be cast without delay after performing another action.

The flame of ruin is anathema to the Erdtree. But prophets sometimes glimpse it within the faith all the same. Sadly when this occurs their sole reward is banishment.",10,,17,1,0,8,0,
2807,1,Alleviates poison buildup and cures poison,"Incantation of the Two Fingers' faithful.

Alleviates poison buildup and cures poison.
This incantation can be cast while in motion.

The Two Fingers has high hopes for the Tarnished; that even if they should be wounded, even should they fall, they will continue to fight for their duty.",7,,10,1,0,10,0,https://eldenring.fanapis.com/images/incantations/17f694bc935l0hynvcwx4oahz00k48.png
2808,1,Creates area of darkness that conceals caster,"Incantation of the Two Fingers' servants, who once served as the assassins of the Roundtable Hold.

Creates a veil of darkness that conceals the caster.
This incantation can be cast while in motion or crouching.

The assassins were themselves once Tarnished who had strayed from guidance, and they pursued their duty in the darkness that is without grace.",24,,24,1,0,18,0,https://eldenring.fanapis.com/images/incantations/17f690b63a9l0hynvpzqrouoa3uwo.png
2809,1,Strikes surroundings with storm of death lightning,"Incantation that channels the power of the ancient dragon Fortissax, now corrupted by Death.

Strikes surroundings with a storm of Death lightning.
Inflicts Death blight upon foes.
Charging extends duration of the storm.

It said that this golden lightning was wielded by Godwyn, who befriended Fortissax.",28,,32,2,0,47,0,https://eldenring.fanapis.com/images/incantations/17f6907b527l0hynw9qj9bgu0iu0x.png
2810,1,Fires ring of light before the caster,"One of the incantations of the Golden Order fundamentalists.

Produces a ring of light and fires it forwards. The ring of light returns to a position close to the caster before disappearing.
This incantation can be cast repeatedly.

A gift from the young Miquella to his father, Radagon.",3,,20,1,13,13,0,https://eldenring.fanapis.com/images/incantations/17f69836ab4l0hynwcix7z37ngspv.png
2811,1,Increases holy damage negation,"Incantation of the Two Fingers' faithful.

Increases holy damage negation.
This incantation can be cast while in motion.

Follow the path that has been set for you, and you will make enemies of all others: the monks, the sorcerers, the ancient dragon knights, and the scions of gold. Heed me—the Lands Between offers no welcome to the Tarnished.",20,,13,1,0,10,0,https://eldenring.fanapis.com/images/incantations/17f695c512fl0hynwmn3k7xy8866e.png
2812,1,Bolsters caster's body with lightning,"Superior incantation of the capital's ancient dragon cult.

Summons lightning to bolster the caster's body. Attacks become easier to deflect and resistance to all ailments is increased. However, lightning damage negation will be reduced.

Only those loved by dragons can survive the ordeal of cladding their bodies in lightning.",20,,20,1,0,21,0,https://eldenring.fanapis.com/images/incantations/17f69850e86l0hynws5vlzzny9q7y.png
2813,1,Channels dragon to rend foes with dragon claws,"One of the incantations of Dragon Communion.

Transforms caster into a dragon to tear through foes with dragon claws.
Allows one follow-up attack.

Incantation of those who have hunted dragons and feasted upon their hearts. Theirs is a pure and overwhelming power.",24,,35,1,0,17,13,https://eldenring.fanapis.com/images/incantations/17f695ee05cl0hynwvuh9iqspb3fmk.png
2814,1,Channels dragon to spew flame breath,"One of the incantations of Dragon Communion.

Transforms caster into a dragon to spew flaming breath.
Charging extends duration.

Incantation of those who have hunted dragons and feasted upon their hearts. Theirs is a pure and overwhelming power.",28,4,40,1,0,15,12,https://eldenring.fanapis.com/images/incantations/17f6919abe5l0hynwx7opzx5u5zvs.png
2815,1,Channels dragon to spew icy breath,"One of the incantations of Dragon Communion.

Transforms caster into a dragon to spew icy breath.
Charging extends duration.

Those extraordinary individuals who perpetuate Dragon Communion are called the dragon-hearted.",36,4,48,1,0,15,12,https://eldenring.fanapis.com/images/incantations/17f695ddd2cl0hynwt4kcvu1t0jpbh.png
2816,1,Channels dragon to bite foes before caster,"One of the incantations of Dragon Communion.

Transforms caster into a dragon to bite enemies before them.

Incantation of those who have hunted dragons and feasted upon their hearts. Theirs is a pure and overwhelming power.",34,,50,1,0,24,16,https://eldenring.fanapis.com/images/incantations/17f68f9d130l0hynx3f1brjxtzdk9j.png
2817,1,Spews scarlet rot breath of Ekzykes from above,"Superior incantation of Dragon Communion.
Channels the power of Ekzykes, the Decaying.

Transforms caster into a dragon to spew scarlet rot breath from above.
Charging extends duration. This incantation can be cast while jumping.

Ekzykes, Dragon Communion Revenger, did not forget his hatred even as he succumbed to the scarlet rot.",48,6,60,1,0,23,15,https://eldenring.fanapis.com/images/incantations/17f693fa72dl0hynxecsuhc2twylv.png
2818,1,Creates a stream of golden shooting stars that assail the area,"This legendary incantation is the most ancient of those that derive from the Erdtree.

Creates a stream of golden shooting stars that assail the area.

It is said that long ago, the Greater Will sent a golden star bearing a beast into the Lands Between, which would later become the Elden Ring.",41,,48,2,0,50,0,https://eldenring.fanapis.com/images/incantations/17f69225db6l0hynyujjw6qxgtrbk.png
2819,1,Enchants right-hand armament with lightning damage,"One of the incantations of the capital's ancient dragon cult.

Enchants armament held in the right hand with lightning-affinity attacks.

Long ago, Godwyn the Golden defeated the ancient dragon Fortissax, and befriended his fallen foe—an event that gave rise to the ancient dragon cult in the capital.",27,,10,1,0,15,0,https://eldenring.fanapis.com/images/incantations/17f691a5912l0hynyooe4izs5zxh3t.png
2820,1,Vastly heals HP for self and nearby allies,"One of the ancient Erdtree incantations.

Heals a vast amount of HP for the caster and nearby allies.
Hold to continue praying and delay activation.

The Erdtree once flourished with abundance—yet it was only for a fleeting moment. Such is the course of all life.",65,,50,1,0,42,0,https://eldenring.fanapis.com/images/incantations/17f698775c6l0hynyj6kv53b13zexj.png
2821,1,Sets area and self ablaze with raging flames,"Incantation originating from a deeply ominous prophecy.

Sets both the caster and the surrounding area ablaze with raging flames. The caster's body will remain engulfed in flame for a while, burning them and any who draw near. Charging enhances potency.

The prophet despaired, looking up at the Erdtree, for soon the kindling would burst into flame, bringing ruin.

""The burning of the Erdtree is the first cardinal sin. That is not the domain of mere men.""",26,,28,1,0,19,0,https://eldenring.fanapis.com/images/incantations/17f694fc4c1l0hynyj2kcaruicejdh.png
2822,1,Increases fire damage negation,"Incantation of the Two Fingers' faithful.

Increases fire damage negation.
This incantation can be cast while in motion.

Follow the path that has been set for you, and you will make enemies of all others: the monks, the sorcerers, the ancient dragon knights, and the scions of gold. Heed me—the Lands Between offers no welcome to the Tarnished.",20,,13,1,0,10,0,https://eldenring.fanapis.com/images/incantations/17f6985c468l0hynypycnlfmwjdzds.png
2823,1,Summons raging fireball that explodes and sets the area ablaze,"This legendary incantation is one of several that draws directly from the power of the Fire Giants.

Releases a ball of raging fire said to be inhabited by a fell god. The fireball floats toward enemies and explodes, setting the area ablaze.

Arghanthy, the chief guardian of the Flame, had kept this incantation a well-kept secret until it was stolen by Adan. The fell god still lurks within the Fire Giants.",34,,42,2,0,41,0,https://eldenring.fanapis.com/images/incantations/17f6964ed65l0hynyrzn67dmtv89e.png
2824,1,Throws ball of raging fire,"Incantation originating from a sinister prophecy.

Throws a ball of raging fire.
Charging enhances potency and causes the ball of fire to explode.

The flame of ruin is anathema to the Erdtree. But prophets sometimes glimpse it within the faith all the same. Sadly when this occurs their sole reward is banishment.",11,,22,1,0,10,0,
2825,1,Alleviates buildup & cures poison and scarlet rot,"One of the incantations of the Fire Monks.

Creates a fire within that burns away toxins.
Alleviates poison and scarlet rot buildup and cures these ailments.

This incantation leaves the caster with subtle burns—a reminder that they must fear the flame.",14,,10,1,0,12,0,
2826,1,Hurls several balls of fire at once,"One of the incantations that draws directly from the power of the Fire Giants.

Hurls several balls of fire at once.
Charging enhances potency and causes the balls of fire to explode.

There is no record of this incantation in common prayerbooks. Only a select few prelates know of its existence.",16,,10,1,0,28,0,https://eldenring.fanapis.com/images/incantations/17f6908edd1l0hynyjh9vrt6fwxg9g.png
2827,1,Raises physical and fire-affinity attack power,"Superior incantation of the Fire Monks.

Creates an invigorating fire within that enhances physical and fire-affinity attack power.

This incantation does not burn the caster, and so it is considered forbidden by the guardians of the Flame.",28,,16,1,0,15,0,
2828,1,Greatly increases fire damage negation,"The most ancient of the Fire Monks' incantations.

Creates a fire within that greatly increases fire damage negation.

It is said that this incantation was used during the War against the Giants long ago, during which it protected the champions of the Erdtree.",30,,20,1,0,24,0,https://eldenring.fanapis.com/images/incantations/17f692f5b38l0hynzsnci8jsfgasx6.png
2829,1,Stabs from above with two red lightning spears in tandem,"Incantation that channels the power of the ancient dragon Fortissax.

Creates two spears of red lightning and stabs them into the ground from above, one after another. On impact, each spear will burst into trails of lightning covering the area.

During the War of the Ancient Dragons, these twin red lightning stakes were the hallmark of one ancient dragon who was called the mightiest boulderstone.",35,,42,1,0,46,0,https://eldenring.fanapis.com/images/incantations/17f693ad486l0hynztvo8jus81t2uf.png
2830,1,Emits concentrated blast of yellow flame of frenzy from eyes,"Incantation originating from the maddening Three Fingers.

Releases concentrated blasts of the yellow flame of frenzy from the caster's eyes.
Charging enhances potency, enabling the blasts to penetrate the enemy's guard.

In times past, every single person who attempted to control the flame of frenzy succumbed to madness after a desperate internal struggle. This incantation is testament to a meager victory.",24,,33,1,0,22,0,https://eldenring.fanapis.com/images/incantations/17f690e9092l0hyo03nyw25bgiu4hs.png
2831,1,Stabs with ice lightning spear from above,"Incantation that channels the power of the Dragonkin Soldiers.

Creates a spear of ice lightning and stabs it into the ground from above. On impact, the spear will burst into trails of lightning advancing forwards.

The Dragonkin were born in the Eternal City, where they knew no true sky, nor true lightning. Instead, ice lightning was their weapon.",29,,39,1,0,34,0,https://eldenring.fanapis.com/images/incantations/17f6939dc0dl0hyo003ig3i03oy5eh.png
2832,1,Hurls massive ball of raging fire,"One of the incantations that draws directly from the power of the Fire Giants.

Hurls a massive ball of raging fire.
Charging enhances potency and causes the ball of fire to explode.

There is no record of this incantation in common prayerbooks. Only a select few prelates know of its existence.",30,,34,2,0,30,0,https://eldenring.fanapis.com/images/incantations/17f695e7bcdl0hyo059aa6ajju2es.png
2833,1,Channels dragon to spew magic breath,"One of the incantations of Dragon Communion.

Transforms caster into a dragon to spew magic breath.
Charging extends duration.

Those extraordinary individuals who perpetuate Dragon Communion are called the dragon-hearted.",28,4,40,1,0,15,12,https://eldenring.fanapis.com/images/incantations/17f695939cbl0hyo0116aw3hbaoca.png
2834,1,Greatly increases lightning resistance for self and allies,"An incantation of Erdtree Worship.

Greatly increases lightning damage negation for the caster and nearby allies.
Hold to continue praying, delaying the effect.

This incantation was used by the knights of the Erdtree during the assault by the great ancient dragon Gransax, and the bitter War of the Ancient Dragons that followed.",30,,20,1,0,24,0,https://eldenring.fanapis.com/images/incantations/17f68ff32f6l0hyo035frl5ld6347k.png
2835,1,Increases attack and defense for self and allies,"An incantation of Erdtree Worship.

Increases attack power and defense for the caster and nearby allies.
Hold to continue praying and delay activation.

This incantation has been taught to knights of the royal capital for generations, and knights sent on distant expeditions lean on it as a source of courage.",47,,50,1,0,25,0,https://eldenring.fanapis.com/images/incantations/17f69510ee3l0hyo0f0mccaj31dwhq.png
2836,1,Greatly heals HP for self and nearby allies,"Superior incantation of the Two Fingers' faithful.

Greatly heals HP for the caster and nearby allies.
Hold to continue praying and delay activation.

The Two Fingers has high hopes for the Tarnished; that even if they should be wounded, even should they fall, they will continue to fight for their duty.",45,,40,1,0,15,0,https://eldenring.fanapis.com/images/incantations/17f6926bc7dl0hyo1ku9wh0qz4eyh6.png
2837,1,Emits the roar of Elder Dragon Greyoll,"Superior incantation of Dragon Communion.
Channels the power of Greyoll, the Elder Dragon.
An incantation of legendary status.

Transforms caster into a dragon to emit a terrible roar, reducing the attack power and defense of nearby enemies.

Greyoll was the mother of all dragons, dwarfing all who stood before her like a looming mountain.",50,,72,2,0,28,17,https://eldenring.fanapis.com/images/incantations/17f693e76abl0hyo1mzypokk5gvlz.png
2838,1,Creates beast claws to rend surroundings with shockwaves,"Superior incantation taught by Gurranq, the Beast Clergyman.

Creates beast claws that rend surroundings with shockwaves.

Long ago, Gurranq was a beast of such terrifying ferocity that his former name meant ""Death of the Demigods.""",21,,42,1,0,15,0,https://eldenring.fanapis.com/images/incantations/17f69535c25l0hyo1gmmkqtdazls9.png
